YR,RK,SNM,SCR,ID,STYP,FND,RGN,USC,BR_TCNT_KB,BR_TCNT_OB,BR_TCNT_SUM,BR_BCNT_KB,BR_BCNT_OB,BR_BCNT_SUM,ER_EJN_PKG,ER_WDB_PKG,ER_EB_TCNT,ER_ELV_PKG,ER_TTL_PKG,ER_TTL_TCNT,SRL_KR,SRL_OT,SRL_TTL,AHC_ABI_BUY,AHC_ABI_DON,AHC_ABI_TTL,AHC_ATI,AHC_ARM,BPS_BO,BPS_SCC,BPS_BPS,GRR_AHBC,GRR_BO,GRR_GRR,FACLT_LAS,FACLT_RS_TRS,FACLT_EQP_SPC,FACLT_EQP_UPC,FACLT_EQP_TPC,APS_AR,APS_SCC,APS_APS,STL_USTL,STL_BC,STL_SRC,STL_NBC,STL_ERC_EJN,STL_ERC_WDB,STL_ERC_EB,STL_ERC_OER,STL_MCT,BGT_UBGT,BGT_BC,BGT_SRC,BGT_NBC,BGT_ERC_EJN,BGT_ERC_WDB,BGT_ERC_EB,BGT_ERC_OER,BGT_MCT,CPSS_MC,CPSS_SCC,CPSS_CPS,LBRT_MC,LBRT_USTL,LBRT_BRT,BG3Y_MCS_12A,BG3Y_MCS_13B,BG3Y_MCS_14C,BG3Y_BG3Y,VUC_SCC,VUC_VTC_UGRD,VUC_VTC_GRAD,VUC_VTC_FFAC,VUC_VTC_PFAC,VUC_VTC_STF,VUC_VTC_OTH,VUC_VTC_SUM,VUC_DPC,VUC_UC_LUC,LS_LU_UGRD,LS_LU_GRAD,LS_LU_FAC,LS_LU_STF,LS_LU_OTH,LS_LU_SUM,LS_LB_UGRD,LS_LB_GRAD,LS_LB_FAC,LS_LB_STF,LS_LB_OTH,LS_LB_SUM,RCOL_RBF10_REQ,RCOL_RBF10_PRV,RCOL_RAF10_CSLT,RCOL_RAF10_PHN,RCOL_RAF10_ONL,RCOL_RFLN_REQ,RCOL_RFLN_PRV,RCOL_RFC_REQ,RCOL_RFC_PRV,UE_EDC,UE_EP,LPS_LB,LPS_SCC,LPS_LPS,VPS_VC,VPS_SCC,VPS_VPS,STF_FT_HLIBC,STF_FT_NLIBC,STF_PT_HLIBC,STF_PT_NLIBC,STF_TTL_HLIBC,STF_TTL_NLIBC,STF_TTL_SUM,LIBCS_FT_SL1,LIBCS_FT_SL2,LIBCS_FT_ALIB,LIBCS_FT_TTL,LIBCS_PT_SL1,LIBCS_PT_SL2,LIBCS_PT_ALIB,LIBCS_PT_TTL,SES_PTH,SES_PTC,SPK_FT_LIB,SPK_FT_NLIB,SPK_PT_LIB,SPK_PT_NLIB,SPK_SCC,SPK_SPK,LPK_LFT2,LPK_LPT2,LPK_SCP,LPK_LPK,EHS_EH,EHS_LFT,EHS_LPT,EHS_EHS
2014,11,경희대학교,45.66,45,대학,사립,서울,A그룹,801261,389405,1190666,1883989,582962,2466951,63,46,114514,0,109,216280,746,542,1288,52807,12447,65254,50760,32790,2466951,32137,76.80000305175781,65254,2466951,2.700000047683716,35687,6618,133,358,491,35687,32137,1.100000023841858,462129016000,1176826907,413535568,35590360,2937539876,704269931,0,157748566,5425511208,498791109000,486700000,343330000,18000000,3040802700,828967300,0,101194000,4818994000,5425511208,32137,168824.4,5425511208,462129016000,1.2,7212938084,7287653072,5425511208,-12.3,32137,24966,7171,1449,2034,877,25794,62291,84,2614131,22894,5382,1183,893,5385,35737,313329,98012,29508,24332,52354,517535,0,0,56734,45769,8537,1090,4125,2156,1937,347,6195,411341,32137,12.800000190734863,2614131,32137,81.30000305175781,28,3,21,7,49,10,59,10,17,1,28,0,18,3,21,1777,262,28,3,21,7,32137,1.600000023841858,28,21,32137,1.5,1777,31,28,30.100000381469727
2014,12,전남대학교,45.55,321,대학,국립,광주,A그룹,541376,260984,802360,1106073,452361,1558434,36,38,35606,0,74,77722,1203,421,1624,62998,16298,79296,43013,0,1558434,26208,59.5,79296,1558434,5.400000095367432,32795,5219,70,214,284,32795,26208,1.2999999523162842,276094050000,682709830,148108050,10531070,1921697806,432447104,0,73774410,3269268270,261960323000,796318000,340762000,3000000,2121523730,65837600,0,0,3327441330,3269268270,26208,124743.1,3269268270,276094050000,1.2,3246329730,3291389000,3269268270,0.4,26208,21053,5155,1260,1102,628,2921,32119,99,3199067,16041,3461,927,623,2278,23330,163954,50233,18734,12694,46180,291795,0,0,19955,10745,3373,917,358,2897,1014,102,4510,214187,26208,8.199999809265137,3199067,26208,122.0999984741211,36,5,6,1,42,6,48,6,30,0,36,0,6,0,6,3286,580,36,5,6,1,26208,1.7000000476837158,36,6,26208,1.600000023841858,3286,41,7,68.5
2014,13,전북대학교,45.51,324,대학,국립,전북,A그룹,505511,243141,748652,1086268,451966,1538234,35,42,57085,0,77,96817,1261,898,2159,19295,13442,32737,24040,0,1538234,23596,65.19999694824219,32737,1538234,2.200000047683716,26838,3910,70,263,333,26838,23596,1.100000023841858,252406865000,510955000,281718840,2534960,1229041450,749293190,0,168919680,2942463120,240869713000,300000000,45000000,0,0,0,0,0,345000000,2942463120,23596,124701.8,2942463120,252406865000,1.2,3273715820,3142103660,2942463120,-5.2,23596,19320,4276,1032,1502,513,482,27125,139,2569060,12292,2493,670,407,194,16056,109118,40667,11763,5288,1702,168538,0,0,22825,22580,1338,397,281,5332,3845,140,5093,149785,23596,6.300000190734863,2569060,23596,108.9000015258789,30,8,5,0,35,8,43,12,15,3,30,0,5,0,5,3818,476,30,8,5,0,23596,1.7000000476837158,30,5,23596,1.5,3818,38,5,88.80000305175781
2014,14,서강대학교,45.43,191,대학,사립,서울,A그룹,346682,414011,760693,664899,578018,1242917,37,26,44694,0,63,59866,843,593,1436,28274,2166,30440,20079,12852,1242917,11614,107.0,30440,1242917,2.5,16443,2793,118,132,250,16443,11614,1.399999976158142,201447798000,970552760,244280676,3451030,983927530,362832984,0,135955020,2701000000,191644949000,977430000,247010300,6000000,288887887,956793772,0,33178041,2509300000,2701000000,11614,232564.1,2701000000,201447798000,1.3,2848050000,2556300000,2701000000,-2.3,11614,8150,3464,441,743,272,4245,17315,36,2078009,7273,2745,451,217,460,11146,108704,63882,13842,4733,9715,200876,0,0,4073,3573,860,2253,2068,879,1647,171,6130,172586,11614,14.899999618530272,2078009,11614,178.89999389648438,20,3,5,5,25,8,33,14,6,0,20,0,5,0,5,1358,418,20,3,5,5,11614,2.5,20,5,11614,2.200000047683716,1358,23,10,41.20000076293945
2014,15,경상국립대학교,45.43,37,대학,국립,경남,A그룹,594111,265869,859980,1195669,419597,1615266,40,29,24252,0,69,59698,1263,423,1686,44553,24330,68883,51254,0,1615266,23945,67.5,68883,1615266,4.5,34985,4120,68,309,377,34985,23945,1.5,237561243000,796032000,286667570,65386320,1338205240,311180570,0,22594000,2820065700,231991212000,854425360,1191600600,65000000,772119663,164328977,0,33706000,3081180600,2820065700,23945,117772.6,2820065700,237561243000,1.2,2911235199,2734005790,2820065700,-1.5,23945,20895,3050,987,1021,560,703,27216,133,1555603,13976,1525,583,448,127,16659,131234,15610,9786,5889,5536,168055,0,0,13676,10543,1673,318,199,1911,569,49,1022,146844,23945,6.099999904632568,1555603,23945,65.0,26,6,4,0,30,6,36,10,16,0,26,1,2,1,4,3306,550,26,6,4,0,23945,1.399999976158142,26,4,23945,1.2999999523162842,3306,32,4,91.8000030517578
2014,16,부산대학교,45.38,178,대학,국립,부산,A그룹,681846,347474,1029320,1770025,459916,2229941,39,45,116191,0,84,170133,1287,1429,2716,63034,39437,102471,60199,0,2229941,30429,73.30000305175781,102471,2229941,4.800000190734863,35855,5578,113,274,387,35855,30429,1.2000000476837158,297269724000,1461259670,503573140,18865760,2925326270,512649990,0,214690170,5636365000,279896500000,1159000000,646875000,28148000,2585202000,250000000,0,118480000,4787705000,5636365000,30429,185230.0,5636365000,297269724000,1.9,6126135726,6004992330,5636365000,-4.1,30429,22225,8204,1295,1766,724,1768,35982,103,2227969,16735,4656,961,823,1153,24328,212133,84102,26064,13577,21697,357573,0,0,64425,11626,692,562,723,4418,3825,219,5145,296235,30429,9.699999809265137,2227969,30429,73.19999694824219,46,2,2,4,48,6,54,17,29,0,46,0,2,0,2,4136,517,46,2,2,4,30429,1.7000000476837158,46,2,30429,1.600000023841858,4136,48,6,76.5999984741211
2014,17,아주대학교,45.35,264,대학,사립,경기,A그룹,303071,223111,526182,579591,419217,998808,46,35,32163,0,81,62619,607,397,1004,10432,8956,19388,14123,0,998808,14295,69.9000015258789,19388,998808,2.0,15938,2694,58,115,173,15938,14295,1.100000023841858,244102303000,380333573,459345757,16077150,1448488463,357679117,0,53869168,2715793228,237258521000,330000000,493200000,30190000,1391504000,390000000,0,101000000,2735894000,2715793228,14295,189982.0,2715793228,244102303000,1.1,2479851746,2583012016,2715793228,4.7,14295,9988,4307,658,709,215,5294,21171,42,1660624,7072,1537,401,459,2313,11782,89434,21407,10032,5934,25933,152740,0,0,3044,2439,1067,250,304,2824,1787,35,3928,110841,14295,7.800000190734863,1660624,14295,116.1999969482422,11,3,10,2,21,5,26,4,7,0,11,0,9,1,10,1388,318,11,3,10,2,14295,1.600000023841858,11,10,14295,1.5,1388,14,12,53.400001525878906
2014,18,울산대학교,45.14,297,대학,사립,울산,A그룹,348347,211154,559501,612821,426798,1039619,59,57,109443,0,116,151745,489,296,785,11626,4796,16422,11818,24671,1039619,16242,64.0,16422,1039619,1.600000023841858,22112,3788,55,135,190,22112,16242,1.399999976158142,243673752000,211278483,7795200,7503040,1872612522,188906443,0,188836116,2476931804,242133306000,195000000,0,7600000,2000000000,188840000,0,170000000,2561440000,2476931804,16242,152501.7,2476931804,243673752000,1.0,2760846771,2157600518,2476931804,-3.5,16242,14165,2077,1096,929,568,3983,22818,39,1687118,10717,911,574,1778,1888,15868,94595,9763,6891,6885,13464,131598,0,0,938,4096,306,33,192,3483,3467,262,3976,104358,16242,6.400000095367432,1687118,16242,103.9000015258789,18,0,6,3,24,3,27,2,16,0,18,0,6,0,6,1145,235,18,0,6,3,16242,1.5,18,6,16242,1.5,1145,18,9,42.400001525878906
2014,19,동국대학교,45.07,135,대학,사립,서울,A그룹,733006,157748,890754,1136049,225664,1361713,33,50,27226,0,83,105336,1244,615,1859,30032,11327,41359,37506,1014,1361713,17349,78.5,41359,1361713,3.0999999046325684,16063,2765,55,163,218,16063,17349,0.8999999761581421,330495108000,597262000,181895000,14092000,893366000,519763000,0,26983000,2233361000,339673287000,475000000,199500000,20000000,1763041024,0,0,39058880,2496599904,2233361000,17349,128731.4,2233361000,330495108000,0.7,2090108566,2121846456,2233361000,3.4,17349,13627,3722,676,1363,342,8667,28397,53,1208867,11829,2360,567,307,1947,17010,103270,23389,7122,3531,12861,150173,0,0,30719,11691,3386,167,372,1516,689,34,642,126659,17349,7.300000190734863,1208867,17349,69.69999694824219,12,0,6,4,18,4,22,5,7,0,12,0,6,0,6,314,126,12,0,6,4,17349,1.100000023841858,12,6,17349,1.0,314,12,10,14.300000190734863
2014,20,건국대학교,45.01,18,대학,사립,서울,A그룹,458764,143000,601764,962551,215701,1178252,31,40,22231,0,71,57139,1298,218,1516,34257,7847,42104,24458,1735,1178252,20328,58.0,42104,1178252,3.700000047683716,25077,4095,59,270,329,25077,20328,1.2000000476837158,406641901000,875180468,92318882,18618780,1016941829,874176544,0,18763497,2896000000,404947349000,720000000,109000000,8000000,890000000,988000000,0,85000000,2800000000,2896000000,20328,142463.6,2896000000,406641901000,0.7,2752000000,2800000000,2896000000,2.6,20328,15829,4499,676,1396,412,6507,29319,86,2730860,11680,2708,621,631,3442,19082,138364,37250,9254,4804,12243,201915,0,0,26258,120321,212,152,222,1093,645,18,411,175614,20328,8.600000381469727,2730860,20328,134.3000030517578,10,8,21,1,31,9,40,5,5,0,10,1,18,2,21,1441,176,10,8,21,1,20328,1.7000000476837158,10,21,20328,1.5,1441,18,22,36.0
2014,21,단국대학교,44.82,107,대학,사립,경기,A그룹,824987,287017,1112004,1393501,485696,1879197,44,37,28528,0,81,70688,958,273,1231,52271,12042,64313,46814,0,1879197,28912,65.0,64313,1879197,3.5,36687,5482,52,315,367,36687,28912,1.2999999523162842,342788592000,1235684450,173058278,21890010,1494093874,364860840,0,182125184,3471712636,332621443000,1267600000,208205000,21900000,1698557037,604077963,0,102235000,3902575000,3471712636,28912,120078.6,3471712636,342788592000,1.0,3353525980,3187923788,3471712636,2.0,28912,24897,4015,1128,1461,512,543,32556,163,2309792,16560,1537,955,709,201,19962,174453,21908,20231,9219,1996,227807,0,0,13977,7325,792,107,433,1532,1579,53,2970,196361,28912,6.800000190734863,2309792,28912,79.9000015258789,29,1,2,3,31,4,35,6,21,2,29,0,2,0,2,800,173,29,1,2,3,28912,1.100000023841858,29,2,28912,1.100000023841858,800,30,5,22.89999961853028
2014,22,인하대학교,44.78,316,대학,사립,인천,A그룹,0,0,0,1212531,421336,1633867,55,44,45211,0,99,94880,849,510,1359,39185,12657,51842,0,0,1633867,21628,75.5,51842,1633867,3.299999952316284,27115,3786,82,430,512,27115,21628,1.2999999523162842,261374994000,771858563,310690018,5121260,1571459350,494942523,0,217832380,3371904094,289173814000,700000000,338302000,5000000,1556505000,570493000,0,154700000,3325000000,3371904094,21628,155904.6,3371904094,261374994000,1.3,3460162082,3233337175,3371904094,-1.1,21628,18426,3202,841,975,367,3539,27350,68,994158,13370,2145,444,350,1789,18098,135853,34054,6773,5924,13346,195950,0,0,0,0,308,410,365,2439,1181,68,8135,169907,21628,7.900000095367432,994158,21628,46.0,18,3,13,2,31,5,36,7,10,1,18,0,12,1,13,1104,309,18,3,13,2,21628,1.5,18,13,21628,1.399999976158142,1104,21,15,30.700000762939453
2014,23,충남대학교,44.77,357,대학,국립,대전,A그룹,520939,244636,765575,1163825,447582,1611407,25,41,20706,0,66,43516,672,865,1537,16158,10529,26687,16076,0,1611407,24120,66.80000305175781,26687,1611407,1.7000000476837158,26038,4278,90,112,202,26038,24120,1.100000023841858,224725225000,431372390,472420160,14253650,1256545790,471675290,0,49600000,2695867280,216729339000,603208000,249000000,24000000,891160000,390000000,0,30000000,2187368000,2695867280,24120,111769.0,2695867280,224725225000,1.2,2797436030,2922260570,2695867280,-1.6,24120,18746,5374,923,1444,480,1160,28127,120,3502062,12853,2997,545,492,1146,18033,136628,40248,9975,8084,16297,211232,0,0,20311,9583,1842,299,425,6426,5556,73,2668,176876,24120,7.300000190734863,3502062,24120,145.1999969482422,31,1,1,4,32,5,37,16,15,0,31,0,1,0,1,5619,708,31,1,1,4,24120,1.399999976158142,31,1,24120,1.2999999523162842,5619,32,5,151.89999389648438
2014,24,가톨릭대학교,44.74,6,대학,사립,경기,A그룹,343227,176816,520043,636467,327215,963682,75,60,18892,0,135,86202,2702,1003,3705,23818,8644,32462,21611,39,963682,11016,87.5,32462,963682,3.5,17684,3174,60,202,262,17684,11016,1.600000023841858,195313670000,577082672,125911462,83411998,4019021775,879395068,0,136570390,5821393365,214043477000,535424000,174035000,65000000,2445000000,603070000,0,124000000,3946529000,5821393365,11016,528448.9,5821393365,195313670000,3.0,3473398125,4141844849,5821393365,29.9,11016,8069,2947,1154,756,508,1928,15362,46,1409227,7538,950,1792,294,1231,11805,124159,25676,25104,7522,12179,194640,0,0,4311,3944,2102,227,1373,2896,3463,129,3958,149835,11016,13.600000381469728,1409227,11016,127.9000015258789,20,6,2,1,22,7,29,5,15,0,20,0,1,1,2,1022,107,20,6,2,1,11016,2.400000095367432,20,2,11016,2.0,1022,26,3,35.20000076293945
